Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,performance,distributor,Original,Franchise,combined,commitment_logic,conveninec logic,quadrant
Moxie,3/3/2021,2021,3,Spring,111,Drama,PG-13,0,0,6.7,30503,Streaming-flop,streaming,non-original,non-franchise,new,0.012652163,0.585620301,Scenario 3: Strong Convenience
Sentinelle,3/5/2021,2021,3,Spring,80,Action,NR,0,0,4.8,9164,Streaming-flop,streaming,non-original,non-franchise,new,0.002739519,0.503458647,Scenario 3: Strong Convenience
Yes Day,3/12/2021,2021,3,Spring,89,Comedy,PG,0,0,5.7,34559,Streaming-flop,streaming,non-original,non-franchise,new,0.01149345,0.568928571,Scenario 3: Strong Convenience
Paper Lives,3/12/2021,2021,3,Spring,97,Drama,NR,0,0,6.6,14922,Streaming-flop,streaming,non-original,non-franchise,new,0.005408764,0.628984962,Scenario 3: Strong Convenience
Get the Goat,3/18/2021,2021,3,Spring,98,Comedy,NR,0,0,6,2174,Streaming-flop,streaming,non-original,non-franchise,new,0.000796132,0.568421053,Scenario 3: Strong Convenience
Caught by a Wave,3/25/2021,2021,3,Spring,99,Romantic teen drama,NR,0,0,5.8,1685,Streaming-flop,streaming,non-original,non-franchise,new,0.000623353,0.546203008,Scenario 3: Strong Convenience
A Week Away,3/26/2021,2021,3,Spring,97,Christian musical,NR,0,0,5.8,5990,Streaming-flop,streaming,non-original,non-franchise,new,0.00217119,0.552744361,Scenario 3: Strong Convenience
Bad Trip,3/26/2021,2021,3,Spring,86,Hidden-camera prank comedy,R,0,0,6.5,28930,Streaming-flop,streaming,non-original,non-franchise,new,0.00929707,0.659774436,Scenario 3: Strong Convenience
Pagglait,3/26/2021,2021,3,Spring,114,Comedy drama,NR,0,0,6.9,11949,Streaming-flop,streaming,non-original,non-franchise,new,0.005090209,0.591428571,Scenario 3: Strong Convenience
Just Say Yes,4/2/2021,2021,4,Spring,97,Romantic comedy,NR,0,0,4.6,2247,Streaming-flop,streaming,non-original,non-franchise,new,0.000814468,0.438383459,Scenario 2: Weak Commitment/Convenience
Madame Claude,4/2/2021,2021,4,Spring,112,Drama,NR,0,0,5.5,4420,Streaming-flop,streaming,non-original,non-franchise,new,0.001849863,0.477631579,Scenario 2: Weak Commitment/Convenience
Have You Ever Seen Fireflies?,4/9/2021,2021,4,Spring,114,Comedy,NR,0,0,6.2,5991,Streaming-flop,streaming,non-original,non-franchise,new,0.002552134,0.531428571,Scenario 3: Strong Convenience
Thunder Force,4/9/2021,2021,4,Spring,107,Superhero comedy,PG-13,0,0,4.6,48257,Streaming-flop,streaming,non-original,non-franchise,new,0.019294935,0.412443609,Scenario 2: Weak Commitment/Convenience
Prime Time,4/14/2021,2021,4,Spring,92,Thriller,R,0,0,5.2,2083,Streaming-flop,streaming,non-original,non-franchise,new,0.000716104,0.510225564,Scenario 3: Strong Convenience
Ride or Die,4/15/2021,2021,4,Spring,142,Psychological thriller drama,R,0,0,5.6,3001,Streaming-flop,streaming,non-original,non-franchise,new,0.001592405,0.391578947,Scenario 2: Weak Commitment/Convenience
Ajeeb Daastaans,4/16/2021,2021,4,Spring,142,Drama,NR,0,0,6.7,7187,Streaming-flop,streaming,non-original,non-franchise,new,0.003813601,0.468496241,Scenario 2: Weak Commitment/Convenience
Get the Grift,4/28/2021,2021,4,Spring,95,Comedy,NR,0,0,5.4,932,Streaming-flop,streaming,non-original,non-franchise,new,0.000330856,0.520714286,Scenario 3: Strong Convenience
Things Heard & Seen,4/29/2021,2021,4,Spring,121,Horror,NR,0,0,5.3,40218,Streaming-flop,streaming,non-original,non-franchise,new,0.018184655,0.433364662,Scenario 2: Weak Commitment/Convenience
Oxygen,5/12/2021,2021,5,Spring,101,Science fiction thriller,Not Rated,0,0,6.5,47900,Streaming-flop,streaming,non-original,non-franchise,new,0.018078239,0.604793233,Scenario 3: Strong Convenience
Ferry,5/14/2021,2021,5,Spring,107,Crime drama,R,0,0,7,15130,Streaming-flop,streaming,non-original,non-franchise,new,0.006049534,0.627631579,Scenario 3: Strong Convenience
I Am All Girls,5/14/2021,2021,5,Spring,107,Thriller,NR,0,0,6,7906,Streaming-flop,streaming,non-original,non-franchise,new,0.003161112,0.537969925,Scenario 3: Strong Convenience
The Woman in the Window,5/14/2021,2021,5,Spring,101,Psychological thriller,R,0,0,5.7,89605,Streaming-flop,streaming,non-original,non-franchise,new,0.033818384,0.530357143,Scenario 4: Hybrid Logic
Sardar Ka Grandson,5/18/2021,2021,5,Spring,139,Comedy,NR,0,0,4.3,5505,Streaming-flop,streaming,non-original,non-franchise,new,0.002859377,0.307951128,Scenario 2: Weak Commitment/Convenience
Army of the Dead,5/21/2021,2021,5,Spring,148,Zombie/heist,R,0,0,5.8,199954,Streaming-flop,streaming,non-original,non-franchise,new,0.110583681,0.38593985,Scenario 1: Strong Commitment
Baggio: The Divine Ponytail,5/26/2021,2021,5,Spring,92,Biopic,NR,0,0,6.1,5646,Streaming-flop,streaming,non-original,non-franchise,new,0.001941011,0.598533835,Scenario 3: Strong Convenience
Ghost Lab,5/26/2021,2021,5,Spring,117,Horror,NR,0,0,5.2,1837,Streaming-flop,streaming,non-original,non-franchise,new,0.000803146,0.436917293,Scenario 2: Weak Commitment/Convenience
Blue Miracle,5/27/2021,2021,5,Spring,96,Drama,NR,0,0,6.6,8691,Streaming-flop,streaming,non-original,non-franchise,new,0.003117742,0.632706767,Scenario 3: Strong Convenience
Carnaval,6/2/2021,2021,6,Summer,95,Comedy,NR,0,0,4.2,1120,Streaming-flop,streaming,non-original,non-franchise,new,0.000397595,0.405,Scenario 2: Weak Commitment/Convenience
Dancing Queens,6/3/2021,2021,6,Summer,111,Drama,NR,0,0,5.8,2361,Streaming-flop,streaming,non-original,non-franchise,new,0.000979306,0.506954887,Scenario 3: Strong Convenience
Sweet & Sour,6/4/2021,2021,6,Summer,102,Romantic drama,NR,0,0,6.6,4000,Streaming-flop,streaming,non-original,non-franchise,new,0.001524612,0.61037594,Scenario 3: Strong Convenience
Trippin' with the Kandasamys,6/4/2021,2021,6,Summer,93,Comedy,NR,0,0,5.3,479,Streaming-flop,streaming,non-original,non-franchise,new,0.000166463,0.517048872,Scenario 3: Strong Convenience
Xtreme,6/4/2021,2021,6,Summer,112,Action,NR,0,0,5.8,5578,Streaming-hit,streaming,non-original,non-franchise,new,0.00233451,0.503684211,Scenario 3: Strong Convenience
Awake,6/9/2021,2021,6,Summer,97,Science fiction thriller,R,0,0,4.9,28697,Streaming-flop,streaming,non-original,non-franchise,new,0.010401775,0.466973684,Scenario 2: Weak Commitment/Convenience
Skater Girl,6/11/2021,2021,6,Summer,109,Coming-of-age sports drama,PG,0,0,6.7,8272,Streaming-flop,streaming,non-original,non-franchise,new,0.003369273,0.593176692,Scenario 3: Strong Convenience
Jagame Thandhiram,6/18/2021,2021,6,Summer,158,Action thriller,Not Rated,0,0,5.8,13058,Streaming-flop,streaming,non-original,non-franchise,new,0.00770962,0.353233083,Scenario 2: Weak Commitment/Convenience
Good on Paper,6/23/2021,2021,6,Summer,94,Comedy,R,0,0,5.6,15082,Streaming-flop,streaming,non-original,non-franchise,new,0.005297684,0.543157895,Scenario 3: Strong Convenience
America: The Motion Picture,6/30/2021,2021,6,Summer,98,Animation / comedy / historical fiction,R,0,0,5.6,8001,Streaming-flop,streaming,non-original,non-franchise,new,0.002930013,0.530526316,Scenario 3: Strong Convenience
The 8th Night,7/2/2021,2021,7,Summer,115,Thriller film,Not Rated,0,0,5.4,5292,Streaming-flop,streaming,non-original,non-franchise,new,0.002274138,0.45981203,Scenario 2: Weak Commitment/Convenience
Haseen Dillruba,7/2/2021,2021,7,Summer,135,Romantic thriller,R,0,0,6.9,34939,Streaming-hit,streaming,non-original,non-franchise,new,0.017625582,0.509718045,Scenario 3: Strong Convenience
Last Summer,7/9/2021,2021,7,Summer,101,Romantic drama,Not Rated,0,0,6.2,4209,Streaming-flop,streaming,non-original,non-franchise,new,0.001588545,0.576879699,Scenario 3: Strong Convenience
A Classic Horror Story,7/14/2021,2021,7,Summer,95,Horror,NC-17,0,0,5.7,24556,Streaming-flop,streaming,non-original,non-franchise,new,0.008717269,0.549642857,Scenario 3: Strong Convenience
A Perfect Fit,7/15/2021,2021,7,Summer,112,Romantic comedy / drama,Not Rated,0,0,5.4,792,Streaming-flop,streaming,non-original,non-franchise,new,0.000331469,0.468947368,Scenario 2: Weak Commitment/Convenience
My Amanda,7/15/2021,2021,7,Summer,89,Romance,Not Rated,0,0,5.9,420,Streaming-flop,streaming,non-original,non-franchise,new,0.000139681,0.588890977,Scenario 3: Strong Convenience
Deep,7/16/2021,2021,7,Summer,101,Science fiction,Not Rated,0,0,5,2053,Streaming-flop,streaming,non-original,non-franchise,new,0.000774836,0.465225564,Scenario 2: Weak Commitment/Convenience
Blood Red Sky,7/23/2021,2021,7,Summer,123,Thriller,Not Rated,0,0,6.1,60080,Streaming-hit,streaming,non-original,non-franchise,new,0.027614314,0.491898496,Scenario 2: Weak Commitment/Convenience
Bankrolled,7/23/2021,2021,7,Summer,97,Comedy,Not Rated,0,0,4.2,376,Streaming-flop,streaming,non-original,non-franchise,new,0.000136288,0.400263158,Scenario 2: Weak Commitment/Convenience
Bartkowiak,7/28/2021,2021,7,Summer,91,Action,Not Rated,0,0,5.1,1553,Streaming-flop,streaming,non-original,non-franchise,new,0.000528095,0.503289474,Scenario 3: Strong Convenience
Resort to Love,7/29/2021,2021,7,Summer,101,Romantic comedy,Not Rated,0,0,5.7,7402,Streaming-hit,streaming,non-original,non-franchise,new,0.002793635,0.530357143,Scenario 3: Strong Convenience
The Last Mercenary,7/30/2021,2021,7,Summer,112,Action comedy,Not Rated,0,0,5.3,10404,Streaming-hit,streaming,non-original,non-franchise,new,0.004354292,0.460263158,Scenario 2: Weak Commitment/Convenience
The Kissing Booth 3,8/11/2021,2021,8,Summer,113,Comedy drama,PG-13,0,1,4.8,26538,Streaming-flop,streaming,non-original,franchise,old,0.016808816,0.276090226,Scenario 2: Weak Commitment/Convenience
Beckett,8/13/2021,2021,8,Summer,110,Action thriller,R,0,0,5.7,30468,Streaming-flop,streaming,non-original,non-franchise,new,0.012523792,0.501428571,Scenario 3: Strong Convenience
Black Island,8/18/2021,2021,8,Summer,104,Thriller,Not Rated,0,0,5.2,3707,Streaming-flop,streaming,non-original,non-franchise,new,0.001440639,0.475037594,Scenario 2: Weak Commitment/Convenience
The Secret Diary of an Exchange Student,8/18/2021,2021,8,Summer,96,Romantic comedy,Not Rated,0,0,5.5,1202,Streaming-hit,streaming,non-original,non-franchise,new,0.000431196,0.527255639,Scenario 3: Strong Convenience
Sweet Girl,8/20/2021,2021,8,Summer,110,Action,R,0,0,5.5,37965,Streaming-hit,streaming,non-original,non-franchise,new,0.015605415,0.483834586,Scenario 2: Weak Commitment/Convenience
The Loud House Movie,8/20/2021,2021,8,Summer,87,Animation comedy,G,0,0,6,3454,Streaming-flop,streaming,non-original,non-franchise,new,0.001122899,0.605639098,Scenario 3: Strong Convenience
The Witcher: Nightmare of the Wolf,8/23/2021,2021,8,Summer,83,Animated dark fantasy,R,0,0,7.2,54885,Streaming-flop,streaming,non-original,non-franchise,new,0.0170228,0.743007519,Scenario 3: Strong Convenience
He's All That,8/27/2021,2021,8,Summer,91,Teen romantic comedy,Not Rated,1,1,4.4,32215,Streaming-flop,streaming,original,franchise,old,0.016431985,0.289473684,Scenario 2: Weak Commitment/Convenience
Afterlife of the Party,9/2/2021,2021,9,Fall/Autumn,109,Comedy,Not Rated,0,0,5.8,11657,Streaming-flop,streaming,non-original,non-franchise,new,0.00474802,0.513496241,Scenario 3: Strong Convenience
JJ+E,9/8/2021,2021,9,Fall/Autumn,91,Romance,Not Rated,0,0,5.4,2911,Streaming-flop,streaming,non-original,non-franchise,new,0.000989881,0.532894737,Scenario 3: Strong Convenience
Kate,9/10/2021,2021,9,Fall/Autumn,106,Action thriller,R,0,0,6.3,76505,Streaming-hit,streaming,non-original,non-franchise,new,0.030303648,0.568421053,Scenario 4: Hybrid Logic
Prey,9/10/2021,2021,9,Fall/Autumn,87,Thriller,Not Rated,0,0,4.4,10282,Streaming-flop,streaming,non-original,non-franchise,new,0.00334269,0.444135338,Scenario 2: Weak Commitment/Convenience
Nightbooks,9/15/2021,2021,9,Fall/Autumn,100,Fantasy/horror,NR,0,0,5.8,11480,Streaming-flop,streaming,non-original,non-franchise,new,0.00428984,0.542932331,Scenario 3: Strong Convenience
Ankahi Kahaniya,9/17/2021,2021,9,Fall/Autumn,110,Anthology film,Not Rated,0,0,5.6,1070,Streaming-flop,streaming,non-original,non-franchise,new,0.000439821,0.492631579,Scenario 2: Weak Commitment/Convenience
Confessions of an Invisible Girl,9/22/2021,2021,9,Fall/Autumn,91,Drama,Not Rated,0,0,5.3,1603,Streaming-hit,streaming,non-original,non-franchise,new,0.000545097,0.523026316,Scenario 3: Strong Convenience
Intrusion,9/22/2021,2021,9,Fall/Autumn,93,Thriller,Not Rated,0,0,5.3,24484,Streaming-flop,streaming,non-original,non-franchise,new,0.008508726,0.517048872,Scenario 3: Strong Convenience
The Starling,9/24/2021,2021,9,Fall/Autumn,104,Comedy drama,PG-13,0,0,6.4,16954,Streaming-flop,streaming,non-original,non-franchise,new,0.006588776,0.584661654,Scenario 3: Strong Convenience
Friendzone,9/29/2021,2021,9,Fall/Autumn,88,Romantic comedy,Not Rated,0,0,5.9,4857,Streaming-hit,streaming,non-original,non-franchise,new,0.001597166,0.592218045,Scenario 3: Strong Convenience
No One Gets Out Alive,9/29/2021,2021,9,Fall/Autumn,85,Horror,R,0,0,5.4,24348,Streaming-flop,streaming,non-original,non-franchise,new,0.007733595,0.551165414,Scenario 3: Strong Convenience
Sounds Like Love,9/29/2021,2021,9,Fall/Autumn,110,Romantic comedy,Not Rated,0,0,5.4,3013,Streaming-flop,streaming,non-original,non-franchise,new,0.001238486,0.475037594,Scenario 2: Weak Commitment/Convenience
Forever Rich,10/1/2021,2021,10,Fall/Autumn,90,Thriller,R,0,0,5.6,1827,Streaming-flop,streaming,non-original,non-franchise,new,0.000614441,0.555789474,Scenario 3: Strong Convenience
Swallow,10/1/2021,2021,10,Fall/Autumn,128,Drama,Not Rated,0,0,4.1,246,Streaming-flop,streaming,non-original,non-franchise,new,0.000117664,0.31906015,Scenario 2: Weak Commitment/Convenience
The Guilty,10/1/2021,2021,10,Fall/Autumn,91,Thriller,R,1,1,6.3,173014,Streaming-hit,streaming,original,franchise,old,0.088249678,0.414473684,Scenario 1: Strong Commitment
There's Someone Inside Your House,10/6/2021,2021,10,Fall/Autumn,96,Slasher,NR,0,0,4.9,22332,Streaming-flop,streaming,non-original,non-franchise,new,0.008011209,0.469736842,Scenario 2: Weak Commitment/Convenience
Grudge,10/8/2021,2021,10,Fall/Autumn,106,Thriller,Not Rated,0,0,5.5,5216,Streaming-hit,streaming,non-original,non-franchise,new,0.002066059,0.496240602,Scenario 2: Weak Commitment/Convenience
"My Brother, My Sister",10/8/2021,2021,10,Fall/Autumn,110,Drama,Not Rated,0,0,6.1,1294,Streaming-flop,streaming,non-original,non-franchise,new,0.000531895,0.536616541,Scenario 3: Strong Convenience
Bright: Samurai Soul,10/12/2021,2021,10,Fall/Autumn,80,Anime/fantasy,PG-13,0,0,5.5,1253,Streaming-flop,streaming,non-original,non-franchise,new,0.000374576,0.576879699,Scenario 3: Strong Convenience
Fever Dream,10/13/2021,2021,10,Fall/Autumn,93,Drama,R,0,0,5.4,2686,Streaming-flop,streaming,non-original,non-franchise,new,0.000933444,0.526804511,Scenario 3: Strong Convenience
Operation Hyacinth,10/13/2021,2021,10,Fall/Autumn,112,Drama,Not Rated,0,0,6.8,4984,Streaming-flop,streaming,non-original,non-franchise,new,0.002085909,0.590526316,Scenario 3: Strong Convenience
A World Without,10/14/2021,2021,10,Fall/Autumn,107,Science fiction / teen drama,Not Rated,0,0,3.9,484,Streaming-flop,streaming,non-original,non-franchise,new,0.000193521,0.349680451,Scenario 2: Weak Commitment/Convenience
The Four of Us,10/15/2021,2021,10,Fall/Autumn,88,Comedy,Not Rated,0,0,5.4,1683,Streaming-flop,streaming,non-original,non-franchise,new,0.000553434,0.542030075,Scenario 3: Strong Convenience
Night Teeth,10/20/2021,2021,10,Fall/Autumn,108,Thriller,R,0,0,5.7,24208,Streaming-flop,streaming,non-original,non-franchise,new,0.009769715,0.507857143,Scenario 3: Strong Convenience
Stuck Together,10/20/2021,2021,10,Fall/Autumn,126,Comedy,Not Rated,0,0,6.3,8439,Streaming-hit,streaming,non-original,non-franchise,new,0.003973386,0.497368421,Scenario 2: Weak Commitment/Convenience
Little Big Mouth,10/22/2021,2021,10,Fall/Autumn,94,Romantic comedy,Not Rated,0,0,4.3,228,Streaming-flop,streaming,non-original,non-franchise,new,8.0087E-05,0.417067669,Scenario 2: Weak Commitment/Convenience
Hypnotic,10/27/2021,2021,10,Fall/Autumn,89,Thriller,Not Rated,0,0,5.3,22061,Streaming-flop,streaming,non-original,non-franchise,new,0.007336931,0.529003759,Scenario 3: Strong Convenience
Army of Thieves,10/29/2021,2021,10,Fall/Autumn,129,Romantic comedy / heist,R,0,0,6.4,97270,Streaming-hit,streaming,non-original,non-franchise,new,0.046888664,0.49443609,Scenario 1: Strong Commitment
The Harder They Fall,11/3/2021,2021,11,Fall/Autumn,139,Western,R,0,0,6.6,77109,Streaming-flop,streaming,non-original,non-franchise,new,0.040051529,0.472669173,Scenario 1: Strong Commitment
Love Hard,11/5/2021,2021,11,Fall/Autumn,106,Romantic comedy,Not Rated,0,0,6.3,68436,Streaming-hit,streaming,non-original,non-franchise,new,0.027107515,0.568421053,Scenario 3: Strong Convenience
Meenakshi Sundareshwar,11/5/2021,2021,11,Fall/Autumn,141,Romantic comedy,Not Rated,0,0,6.6,18995,Streaming-flop,streaming,non-original,non-franchise,new,0.010008238,0.465225564,Scenario 2: Weak Commitment/Convenience
We Couldn't Become Adults,11/5/2021,2021,11,Fall/Autumn,124,Drama,Not Rated,0,0,6.5,1203,Streaming-flop,streaming,non-original,non-franchise,new,0.000557425,0.520488722,Scenario 3: Strong Convenience
Yara,11/5/2021,2021,11,Fall/Autumn,96,Drama,Not Rated,0,0,6.3,7447,Streaming-hit,streaming,non-original,non-franchise,new,0.002671479,0.603947368,Scenario 3: Strong Convenience
Father Christmas Is Back,11/7/2021,2021,11,Fall/Autumn,105,Comedy,Not Rated,0,0,4.6,8240,Streaming-flop,streaming,non-original,non-franchise,new,0.003233075,0.417631579,Scenario 2: Weak Commitment/Convenience
Happiness Ever After,11/10/2021,2021,11,Fall/Autumn,99,Romantic drama,R,0,1,4.7,221,Streaming-flop,streaming,non-original,franchise,old,0.000122636,0.295075188,Scenario 2: Weak Commitment/Convenience
Passing,11/10/2021,2021,11,Fall/Autumn,99,Drama,PG-13,0,0,6.6,17588,Streaming-flop,streaming,non-original,non-franchise,new,0.006506552,0.621541353,Scenario 3: Strong Convenience
7 Prisoners,11/11/2021,2021,11,Fall/Autumn,94,Drama,Not Rated,0,0,7.1,10310,Streaming-flop,streaming,non-original,non-franchise,new,0.003621477,0.688646617,Scenario 3: Strong Convenience
Red Notice,11/12/2021,2021,11,Fall/Autumn,117,Action comedy,PG-13,0,0,6.3,351936,Streaming-hit,streaming,non-original,non-franchise,new,0.153868169,0.529342105,Scenario 4: Hybrid Logic
Just Short of Perfect,11/18/2021,2021,11,Fall/Autumn,94,Romantic comedy,Not Rated,0,0,5.5,1408,Streaming-flop,streaming,non-original,non-franchise,new,0.000494572,0.533458647,Scenario 3: Strong Convenience
Dhamaka,11/19/2021,2021,11,Fall/Autumn,104,Action thriller,Not Rated,1,1,6.7,43940,Streaming-flop,streaming,original,franchise,old,0.025614382,0.408045113,Scenario 2: Weak Commitment/Convenience
Love Me Instead,11/19/2021,2021,11,Fall/Autumn,124,Drama,Not Rated,0,0,7,3582,Streaming-flop,streaming,non-original,non-franchise,new,0.001659765,0.560526316,Scenario 3: Strong Convenience
"Tick, Tick... Boom!",11/19/2021,2021,11,Fall/Autumn,115,Musical,PG-13,0,0,7.5,128041,Streaming-flop,streaming,non-original,non-franchise,new,0.055023236,0.63862782,Scenario 4: Hybrid Logic
A Castle for Christmas,11/26/2021,2021,11,Fall/Autumn,99,Romantic comedy,G,0,0,5.6,17240,Streaming-flop,streaming,non-original,non-franchise,new,0.006377812,0.527368421,Scenario 3: Strong Convenience
